city,STUSAB,HD,LO,place,name,zipcode,income_per_capita,population,under44_1,under44_2,under44_3,older65_1,older_65_2
Rhinelander,WI,1,,67200,"Rhinelander city, Wisconsin",54501,27528,7528,555,1138,840,578,725
Rialto,CA,1,,60466,"Rialto city, California",92376,19111,102873,13415,16044,13123,5708,3485
Richardson,TX,1,1,61796,"Richardson city, Texas",75080,39829,114402,11996,17319,14494,10553,6213
Richfield,MN,1,,54214,"Richfield city, Minnesota",55423,34666,35982,2654,7079,5006,2821,2668
Richfield,UT,1,,63570,"Richfield city, Utah",84701,19646,7678,734,959,985,584,372
Richland,WA,1,,77665,"West Richland city, Washington",99352,34932,14187,996,1287,2287,917,461
Richland Hills,TX,1,,52356,"North Richland Hills city, Texas",76180,34557,69800,6092,9682,8167,6100,4129
Richmond,IN,,1,53532,"New Richmond town, Indiana",47374,24056,286,21,31,23,37,38
Richmond,KY,,1,65226,"Richmond city, Kentucky",40475,20450,34566,10165,5005,3642,1861,1634
Richmond,VA,2,,67000,"Richmond city, Virginia",23230,31635,223787,29364,47292,25950,16420,11411
Ridgecrest,CA,1,,60704,"Ridgecrest city, California",93555,30740,28736,2179,3925,4186,2117,1809
Ridgeland,,,1,,,,,,,,,,
Rio Grande,NJ,,1,63180,"Rio Grande CDP, New Jersey",08242,26111,3078,250,422,327,511,253
Rio Rancho,NM,1,1,63460,"Rio Rancho city, New Mexico",87124,27989,94765,7644,12611,12624,8790,5012
Riverbank,CA,1,,61068,"Riverbank city, California",95367,24694,24237,2364,4055,3439,1430,1184
Riverdale,GA,1,,65464,"Riverdale city, Georgia",30274,19207,16289,1173,2879,2226,1252,372
Riverdale,NJ,1,,63300,"Riverdale borough, New Jersey",07457,54261,4226,275,617,635,443,283
Riverdale,UT,1,1,64010,"Riverdale city, Utah",84405,26438,8727,1009,1346,1088,711,425
Riverhead,NY,1,1,61973,"Riverhead CDP, New York",11901,31128,14067,1299,1546,1888,1624,1380
Riverside,CA,1,1,39715,"Lake Riverside CDP, California",92503,23476,1049,23,106,163,151,99
Riverton,UT,1,,64340,"Riverton city, Utah",84065,31466,42680,3043,4989,7198,2155,1008
Riverton City,UT,,1,,,84065,,,,,,,
Riverview,FL,1,1,60950,"Riverview CDP, Florida",33578,29001,91190,6888,13540,14720,5955,3075
Roanoke,TX,1,,62504,"Roanoke city, Texas",76262,40798,7899,677,1307,1182,632,219
Roanoke,VA,2,3,68000,"Roanoke city, Virginia",24012,26119,99621,7756,15320,12800,9067,6738
Roanoke Rapids,NC,,1,56900,"Roanoke Rapids city, North Carolina",27890,22229,14937,1153,1804,1692,1431,1136
Robbinsville,NJ,1,,63840,"Robbinsville CDP, New Jersey",08691,59551,2720,41,363,571,126,159
Rochester,MN,1,1,54880,"Rochester city, Minnesota",55901,38647,113913,9667,18508,14830,8671,7827
Rochester,NH,1,1,65140,"Rochester city, New Hampshire",03867,30996,30661,2417,4062,4052,3180,2309
Rochester,NY,4,1,63000,"Rochester city, New York",14424,22190,207778,27504,39137,23940,13319,8760
Rochester Hills,MI,1,1,69035,"Rochester Hills city, Michigan",48307,46174,74011,5699,8086,10087,7694,5432
Rock Hill,SC,1,1,61405,"Rock Hill city, South Carolina",29730,25808,71903,9614,11044,9637,5463,3944
Rock Springs,WY,1,,56700,"North Rock Springs CDP, Wyoming",82901,44198,2128,128,311,384,161,35
Rockford,IL,1,1,65000,"Rockford city, Illinois",61107,24713,147881,13237,20208,17022,12987,11398
Rockingham,NC,,1,19800,"East Rockingham CDP, North Carolina",28379,15067,3289,247,318,345,245,179
Rockland,MA,1,,,,02370,,,,,,,
Rockland,ME,1,,63590,"Rockland city, Maine",04841,26837,7190,710,839,865,886,707
Rockledge,FL,,1,61500,"Rockledge city, Florida",32955,32098,26906,1590,3005,3385,2901,2996
Rockwall,TX,1,1,62828,"Rockwall city, Texas",75032,38329,43157,3584,5296,6529,2748,2434
Rocky Mount,NC,,1,57500,"Rocky Mount city, North Carolina",27804,23077,54982,5010,7154,6262,5496,3640
Rocky Mount,VA,,1,68496,"Rocky Mount town, Virginia",24151,23544,4747,375,818,622,531,485
Rocky River,OH,1,1,68056,"Rocky River city, Ohio",44116,51300,20310,1040,2683,1992,2380,2430
Roeland Park,KS,,1,60825,"Roeland Park city, Kansas",66205,37709,6796,548,1733,855,424,341
Rogers,AR,1,1,60410,"Rogers city, Arkansas",72756,33585,64947,5652,10566,8637,3673,3006
Rohnert Park,CA,1,,62546,"Rohnert Park city, California",94928,31414,42694,5801,7270,4909,3396,1745
Rolla,MO,,1,62912,"Rolla city, Missouri",65401,20753,20117,5899,2828,1740,1159,1136
Rome,GA,1,,66668,"Rome city, Georgia",30161,24899,36185,3793,4823,4690,3035,2407
Rome,NY,,1,63418,"Rome city, New York",13440,26151,32338,2664,4863,3668,2928,2629
Roseburg,OR,1,1,63650,"Roseburg city, Oregon",97470,26498,22988,1464,3577,2274,2615,2637
Rosedale,,,1,,,,,,,,,,
Rosedale,MD,1,,68400,"Rosedale CDP, Maryland",21237,31144,19336,1443,2744,2135,1538,1639
Rosenberg,TX,1,,63284,"Rosenberg city, Texas",77471,23535,36509,3699,5462,4606,1994,1476
Roseville,CA,2,1,62938,"Roseville city, California",95661,39759,133049,11125,15711,18795,11968,10194
Roseville,MI,1,,69800,"Roseville city, Michigan",48066,23795,47603,4498,6886,5717,3669,2887
Rossford,OH,1,,68686,"Rossford city, Ohio",43460,31925,6507,792,768,714,613,404
Roswell,GA,2,,67284,"Roswell city, Georgia",30075,47657,94257,6153,12555,13516,7080,4484
Roswell,NM,1,,64930,"Roswell city, New Mexico",88201,21299,48186,4947,6390,5541,4236,3293
Round Lake Beach,IL,1,,66040,"Round Lake Beach village, Illinois",60073,24419,27692,3100,3937,3693,1575,888
Round Rock,TX,1,1,63500,"Round Rock city, Texas",78664,33134,120157,11326,17229,20556,6555,2956
Rowlett,TX,1,,63572,"Rowlett city, Texas",75088,36782,62127,4582,7705,8481,4753,2055
Roxboro,NC,,1,58160,"Roxboro city, North Carolina",27573,17560,8283,843,845,1095,733,794
Royal Palm Beach,FL,,1,62100,"Royal Palm Beach village, Florida",33414,32063,38344,3102,4698,5057,2666,2600
Ruckersville,VA,,1,69360,"Ruckersville CDP, Virginia",22968,27275,1321,34,179,114,116,100
Ruskin,FL,1,,62275,"Ruskin CDP, Florida",33573,24675,23477,1791,3642,3453,1978,723
Russellville,AR,,1,61670,"Russellville city, Arkansas",72801,19205,29244,6384,4640,2455,1902,1531
Rutland,VT,1,,61225,"Rutland city, Vermont",05701,28962,15577,1345,1913,1796,1706,1568
Sacramento,CA,6,,25506,"Franklin CDP (Sacramento County), California",95823,25468,117,12,0,15,30,0
Saginaw,MI,2,1,70520,"Saginaw city, Michigan",48604,16713,48997,5094,6665,5963,3448,2715
Saint Augustine,FL,1,,,,32084,,,,,,,
Saint Charles,IL,,1,,,60174,,,,,,,
Saint Charles,MO,1,1,,,63303,,,,,,,
Saint Clair,PA,1,,,,17970,,,,,,,
Saint Cloud,FL,1,,,,34769,,,,,,,
Saint George,UT,1,1,,,84770,,,,,,,
Saint Johns,FL,1,,,,32259,,,,,,,
Saint Joseph,MO,1,1,,,64506,,,,,,,
Saint Louis,MO,4,,,,63125,,,,,,,
Saint Louis Park,MN,1,,,,55416,,,,,,,
Saint Peters,MO,1,,,,63304,,,,,,,
Saint Petersburg,FL,2,1,,,33710,,,,,,,
Saint Robert,MO,,1,,,65584,,,,,,,
Saint Thomas,VI,1,,,,00802,,,,,,,
Salem,MA,1,,59105,"Salem city, Massachusetts",01970,36162,43302,5706,7605,4978,3681,2917
Salem,NH,1,1,,,03079,,,,,,,
Salem,OH,1,,45220,"Lower Salem village, Ohio",44460,15656,113,0,20,17,13,2
Salem,OR,2,1,64900,"Salem city, Oregon",97301,26423,166756,16913,25083,21968,13418,9839
Salem,VA,,1,71380,"Salem city, West Virginia",24153,18699,1664,384,145,180,101,103
Salina,KS,,1,62700,"Salina city, Kansas",Kansas,26598,47230,4453,5937,5773,4246,3629
Salinas,CA,1,1,64224,"Salinas city, California",93906,20504,156550,16261,24839,21810,8192,5605
Salisbury,MD,1,1,69925,"Salisbury city, Maryland",21801,21069,32536,6552,4410,3987,1820,1888
Salisbury,NC,,1,58860,"Salisbury city, North Carolina",28039,24289,33652,4245,4218,3801,3160,2727
Salt Lake City,UT,3,1,67000,"Salt Lake City city, Utah",84106,34711,195701,26214,42233,26630,12728,8439
Saltillo,MS,1,,64840,"Saltillo city, Mississippi",38866,26656,4991,413,730,736,293,230
San Angelo,TX,1,1,64472,"San Angelo city, Texas",76901,27726,99634,13185,16169,11062,8075,6644
San Antonio,TX,12,10,65000,"San Antonio city, Texas",78209,25091,1486521,160780,242803,195437,102060,73170
San Bernardino,CA,2,,65000,"San Bernardino city, California",92405,16504,215182,27141,32551,27509,11720,7240
San Bruno,CA,,1,65028,"San Bruno city, California",94066,45247,43114,3317,6923,6603,3833,2696
San Carlos,CA,1,,65070,"San Carlos city, California",94070,83961,30080,1467,2958,4500,2608,2050
San Clemente,CA,,1,65084,"San Clemente city, California",92673,56681,65045,4889,6359,7987,6292,5008
San Diego,CA,9,,66004,"San Diego Country Estates CDP, California",92110,42594,10381,678,953,1123,983,643
San Dimas,CA,,1,66070,"San Dimas city, California",91773,36900,34239,2989,4418,4045,4128,2454
San Fernando,CA,1,,66140,"San Fernando city, California",91340,20163,24585,2637,3749,3601,1521,901
San Francisco,CA,,1,73262,"South San Francisco city, California",94124,39891,67294,5467,10359,9519,5979,4983
San Jose,CA,6,2,68000,"San Jose city, California",95119,43278,1026658,92903,162876,150009,72626,52545
San Juan,PR,1,,76770,"San Juan zona urbana, Puerto Rico",00928,18646,331165,,,,,
San Leandro,CA,1,,68084,"San Leandro city, California",94577,34185,90103,7535,13189,11947,7517,6061
San Luis Obispo,CA,1,,68266,"San Miguel CDP (San Luis Obispo County), California",93405,21481,2807,141,513,420,133,31
San Marcos,CA,1,,39724,"Lake San Marcos CDP, California",92069,38191,4890,118,343,354,818,1297
San Marcos,TX,,1,65600,"San Marcos city, Texas",78666,20392,61751,24128,11032,5217,2477,1974
San Mateo,CA,1,,68252,"San Mateo city, California",94404,58922,104035,7245,16854,16662,7936,7739
San Pedro,CA,1,,,,90731,,,,,,,
San Rafael,CA,1,,68364,"San Rafael city, California",94901,53559,58939,4398,7047,8373,5599,5077
San Ramon,CA,1,,68378,"San Ramon city, California",94583,60326,75384,4547,6784,13432,4545,2943
Sandusky,OH,1,,70380,"Sandusky city, Ohio",44870,22938,25012,2386,3084,2973,2278,1996
Sandy,UT,2,1,67440,"Sandy city, Utah",84070,36862,95420,8299,13111,12239,7902,4272
Sandy Springs,GA,1,1,68516,"Sandy Springs city, Georgia",30328,57280,105411,8308,20577,15800,7860,5584
Sanford,FL,,1,63650,"Sanford city, Florida",32773,22009,58862,4819,10488,8620,4156,2897
Sanford,ME,,1,65725,"Sanford city, Maine",04073,26047,21015,1679,2755,2341,2270,1371
Sanford,NC,,1,59280,"Sanford city, North Carolina",27332,22567,29274,2567,4413,3486,1813,1505
Santa Ana,CA,2,,69000,"Santa Ana city, California",92704,19517,333499,37606,56978,46143,16969,11652
Santa Clara,CA,1,,69084,"Santa Clara city, California",95050,49485,126209,15178,25629,19628,7805,6212
Santa Clarita,CA,2,2,69088,"Santa Clarita city, California",91350,37756,209478,18783,26398,28155,13537,10169
Santa Fe,NM,1,1,22625,"Eldorado at Santa Fe CDP, New Mexico",87507,49505,5999,111,233,299,1790,709
Santa Maria,CA,1,1,69196,"Santa Maria city, California",93454,19647,105483,12625,15537,13739,5444,4733
Santa Rosa,CA,1,,70098,"Santa Rosa city, California",95403,34902,181038,14704,27809,23631,16700,12497
Santee,CA,1,1,70224,"Santee city, California",92071,33978,57615,4868,8095,8070,4794,3396
Sarasota,FL,1,1,64325,"Sarasota Springs CDP, Florida",24232,33743,15781,1164,1765,1921,1950,1583
Saratoga Springs,NY,1,1,65255,"Saratoga Springs city, New York",12866,50775,27772,3997,4059,3076,3500,2061
Saugus,MA,1,1,60050,"Saugus CDP, Massachusetts",01906,37946,28158,2324,3256,2957,3330,2460
Savannah,GA,2,1,69000,"Savannah city, Georgia",31404,24153,145342,21638,26606,16739,10602,8090
Savannah,TN,,1,66720,"Savannah city, Tennessee",38372,16500,6964,673,724,686,798,834
Schaumburg,IL,1,,68003,"Schaumburg village, Illinois",60194,38874,74569,4418,12726,11526,6535,4416
Schenectady,NY,1,,65508,"Schenectady city, New York",12304,24059,65482,7549,10529,8110,4685,4276
Schererville,IN,1,,68220,"Schererville town, Indiana",46375,37806,28698,2340,3049,3854,3204,2131
Schertz,TX,,1,66128,"Schertz city, Texas",78154,35121,38991,3129,4740,5469,3046,1996
Scottsbluff,NE,1,,44245,"Scottsbluff city, Nebraska",69361,23818,14805,1454,1850,1748,1254,1253
Scottsboro,AL,1,,68736,"Scottsboro city, Alabama",35768,24672,14527,993,2099,1519,1752,1172
Scottsdale,AZ,3,2,65000,"Scottsdale city, Arizona",85250,59953,246026,15886,32580,28334,32139,25470
Seabrook,NH,1,1,68340,"Seabrook Beach CDP, New Hampshire",03874,67618,841,65,36,0,215,98
Seaford,DE,,1,64320,"Seaford city, Delaware",19973,24998,7572,545,980,983,717,730
Searcy,AR,,1,63020,"Searcy city, Arkansas",72143,22011,23853,5502,3213,2128,1848,1809
Seaside,CA,1,,70742,"Seaside city, California",93955,24726,34077,3923,6128,4363,1943,1619
Seattle,WA,3,2,63000,"Seattle city, Washington",98106,55789,708823,75785,163853,111135,52291,35115
Sebastian,FL,1,,64825,"Sebastian city, Florida",32958,27206,24536,1149,1889,2134,4190,3945
Sebring,FL,1,1,64875,"Sebring city, Florida",33647,22083,10636,652,1326,912,1345,1828
Secaucus,NJ,1,,66570,"Secaucus town, New Jersey",07094,46922,19390,1353,3113,2960,1613,1577
Sedalia,MO,,1,66440,"Sedalia city, Missouri",Missouri,21347,21642,2135,3291,2357,1834,1598
Seekonk,MA,1,1,49200,"North Seekonk CDP, Massachusetts",02771,34799,2534,24,292,304,229,165
Seguin,TX,1,,66644,"Seguin city, Texas",78155,23601,28357,3266,4186,3067,2611,2498
Selden,NY,1,,66212,"Selden CDP, New York",11784,33853,19770,2119,2570,2587,1511,1205
Selma,CA,1,,70882,"Selma city, California",93662,16552,24598,2812,3564,3631,1267,1214
Selma,TX,1,,66704,"Selma city, Texas",78154,31111,9895,666,2050,1580,375,184
Seminole,FL,1,,45475,"Midway CDP (Seminole County), Florida",33772,16071,1597,124,237,231,124,132
Seneca,SC,1,,65095,"Seneca city, South Carolina",29678,25699,8290,522,988,1044,834,1060
Sequim,WA,1,,63385,"Sequim city, Washington",98382,27982,7100,491,545,534,1179,1611
Sevierville,TN,1,1,67120,"Sevierville city, Tennessee",37864,23830,16439,1167,2230,2108,1784,1539
Seymour,IN,1,,68832,"Seymour city, Indiana",47274,22748,19357,1235,2912,2760,1412,1370
Shakopee,MN,1,1,59350,"Shakopee city, Minnesota",55379,33631,40418,3367,5887,6874,2001,1462
Shallotte,NC,1,1,60800,"Shallotte town, North Carolina",28470,28076,3961,225,411,359,586,407
Shawnee,KS,1,1,64500,"Shawnee city, Kansas",66217,39901,65239,5362,7845,9500,5121,3150
Shawnee,OK,,1,66800,"Shawnee city, Oklahoma",74804,21856,31141,3912,4527,3490,2633,2236
Shelby,NC,,1,61200,"Shelby city, North Carolina",28152,23804,20053,1346,2613,2027,2093,1695
Shelby Township,MI,1,,,,48316,,,,,,,
Shelbyville,TN,,1,67760,"Shelbyville city, Tennessee",37160,18766,21319,1802,3169,3029,1497,1096
Shepherdsville,KY,,1,70086,"Shepherdsville city, Kentucky",40165,24133,12117,1422,2104,1754,765,534
Sheridan,WY,1,,69845,"Sheridan city, Wyoming",82801,31635,17825,1536,2907,2026,1704,1601
Sherman,TX,1,1,67496,"Sherman city, Texas",75090,23199,41149,4428,5990,5308,3348,2277
Sherwood,OR,1,,67100,"Sherwood city, Oregon",97140,40220,19337,1384,1509,3589,959,744
Shirley,NY,1,,67070,"Shirley CDP, New York",11967,31013,28698,3307,3800,3959,1727,1014
Shoreline,WA,1,,63960,"Shoreline city, Washington",98133,40778,56020,3345,8273,7927,5501,4348
Shorewood,IL,1,,69758,"Shorewood village, Illinois",60404,42861,17026,1368,1698,2330,1613,1124
Show Low,AZ,1,1,66470,"Show Low city, Arizona",85901,23853,11014,722,1489,978,1438,1111
Shreveport,LA,2,2,70000,"Shreveport city, Louisiana",71106,25022,193785,17887,29858,23669,16738,12699
Shrewsbury,MA,1,,,,01545,,,,,,,
Sicklerville,NJ,1,,,,08081,,,,,,,
Sidney,OH,,1,72424,"Sidney city, Ohio",45365,27007,20639,1974,2703,2369,1810,1171
Sierra Vista,AZ,1,1,66845,"Sierra Vista Southeast CDP, Arizona",85635,29694,16021,1214,1153,1438,2286,1373
Signal Hill,CA,2,,71876,"Signal Hill city, California",90755,37553,11538,991,2079,1616,918,340
Sikeston,MO,,1,67790,"Sikeston city, Missouri",63801,23534,16366,1238,2163,1757,1628,1475
Siloam Springs,AR,,1,64370,"Siloam Springs city, Arkansas",72761,19284,16567,2705,2530,1744,1096,777
Silver Spring,MD,1,,72450,"Silver Spring CDP, Maryland",20904,42773,79750,6721,15732,13677,5248,2979
Silverdale,WA,1,1,64365,"Silverdale CDP, Washington",98383,35646,21071,2770,3338,2565,1823,1111
Silverthorne,CO,,1,70525,"Silverthorne town, Colorado",80497,35294,4559,181,419,760,634,162
Simi Valley,CA,1,1,72016,"Simi Valley city, California",93065,40617,126199,11259,15771,16243,11115,7101
Simpsonville,SC,1,1,66580,"Simpsonville city, South Carolina",29680,30390,21423,1726,2756,3224,1818,938
Sioux City,IA,1,1,73335,"Sioux City city, Iowa",51106,26151,82486,8969,11592,9847,6189,5028
Sioux Falls,SD,1,1,59020,"Sioux Falls city, South Dakota",57105,31802,174151,16306,29226,22824,12570,8668
Slidell,LA,2,1,70805,"Slidell city, Louisiana",70460,26859,27769,2034,3977,3452,2649,2078
Smithfield,NC,,1,62520,"Smithfield town, North Carolina",27577,22713,12117,1035,1268,1212,1439,1228
Smithfield,RI,1,,,,02917,,,,,,,
Smyrna,TN,1,,69420,"Smyrna town, Tennessee",37167,26147,48361,5077,7322,6946,3138,1671
Snellville,GA,1,,71604,"Snellville city, Georgia",30078,26699,19631,1688,2727,2693,1794,1484
Snohomish,WA,1,,65170,"Snohomish city, Washington",98290,31565,9875,748,1471,1148,874,550
Somerset,KY,,1,71688,"Somerset city, Kentucky",42533,18463,11376,862,1566,1416,1052,993
Somerset,MA,1,,62465,"Somerset CDP, Massachusetts",02726,35613,18207,949,2270,1948,2166,2051
Somerset,PA,,1,71776,"Somerset borough, Pennsylvania",15501,29531,5977,536,820,685,659,572
Somersworth,NH,1,,69940,"Somersworth city, New Hampshire",03878,30723,11883,811,2034,1207,848,743
Somerville,MA,1,,62535,"Somerville city, Massachusetts",02145,47276,80434,11571,26925,11313,4232,3114
Sonora,CA,,1,21188,"East Sonora CDP, California",95370,40330,2189,121,214,40,372,531
Soquel,CA,1,,72688,"Soquel CDP, California",95073,41931,10862,1075,1211,1461,1084,485
Souderton,PA,1,,71856,"Souderton borough, Pennsylvania",18964,31325,6910,571,1110,948,461,448
South Attleboro,MA,1,,,,02703,,,,,,,
South Bend,IN,,1,71000,"South Bend city, Indiana",46614,22119,102233,10429,15536,12281,6734,6021
South Boston,VA,,1,73712,"South Boston town, Virginia",24592,19661,7828,928,780,887,851,905
South Burlington,VT,,1,66175,"South Burlington city, Vermont",05401,43265,18975,1470,3286,2257,1625,1908
South Charleston,WV,,1,75292,"South Charleston city, West Virginia",25309-9773,30606,12686,893,1640,1581,1349,1155
South Elgin,IL,1,,70720,"South Elgin village, Illinois",60177,37280,22522,1897,2445,3345,1134,939
South Hill,VA,1,,73904,"South Hill town, Virginia",23970,21596,4411,457,441,428,368,534
South Lebanon,OH,,1,73446,"South Lebanon village, Ohio",45065,44163,4622,348,677,460,733,343
South Ozone Park,NY,1,,,,11420,,,,,,,
South Plainfield,NJ,1,,69390,"South Plainfield borough, New Jersey",07080,37145,23906,1663,3129,3216,2240,1647
South Portland,ME,1,,71990,"South Portland city, Maine",04106,36385,25515,2835,3232,3291,2502,1661
South Setauket,NY,1,,,,11720,,,,,,,
Southaven,MS,,1,69280,"Southaven city, Mississippi",38671,26938,53274,4362,6990,7783,4272,2872
Southern Pines,NC,,1,63120,"Southern Pines town, North Carolina",28387,45336,13694,792,1831,1717,1558,2056
Southfield,MI,1,1,74900,"Southfield city, Michigan",48037,31899,73392,6548,9643,9097,8130,6125
Southgate,MI,,1,74960,"Southgate city, Michigan",48195,28996,29268,2374,4713,2784,3462,2205
Southington,CT,2,1,,,06489,,,,,,,
Southlake,TX,1,1,69032,"Southlake city, Texas",76051,85864,30840,1278,1507,4210,1768,893
Southwest Ranches,FL,,1,68135,"Southwest Ranches town, Florida",33331,50833,7880,806,738,677,930,512
Spanish Fork,UT,,1,71290,"Spanish Fork city, Utah",84660,23161,38673,4227,5901,5436,1354,925
Sparks,NV,1,1,68400,"Sparks city, Nevada",89431-5025,30121,98524,7955,14209,12611,9689,5355
Spartanburg,SC,2,1,68290,"Spartanburg city, South Carolina",29301,25158,37370,4951,5499,3689,3265,2770
Spokane,WA,1,2,67000,"Spokane city, Washington",99208,28274,214804,22065,35083,26810,18720,13084
Spokane Valley,WA,1,,67167,"Spokane Valley city, Washington",99212,26907,96070,7186,16169,11493,8674,6868
Spring,TX,2,,26680,"Fort Clark Springs CDP, Texas",77373,21793,1189,99,254,65,164,129
Spring Hill,FL,1,1,68350,"Spring Hill CDP, Florida",34606,23292,107855,7909,12167,12539,13533,11175
Spring Hill,TN,1,1,70580,"Spring Hill city, Tennessee",37174,32956,37830,2309,5159,6930,2094,1149
Spring Valley,TX,1,,69830,"Spring Valley Village city, Texas",77024,83944,4239,103,406,635,281,219
Springdale,AR,,1,66080,"Springdale city, Arkansas",72762,22912,78690,7088,11765,11611,4324,3145
Springfield,IL,,1,72000,"Springfield city, Illinois",62704,33651,116459,10674,16190,13579,11196,8462
Springfield,MA,,1,67000,"Springfield city, Massachusetts",01151,20544,154596,20245,21869,18427,10926,8066
Springfield,MO,1,2,70000,"Springfield city, Missouri",65803,22288,166633,32139,26091,17329,13081,12799
Springfield,OH,1,1,24066,"East Springfield CDP, Ohio",45504,11946,511,0,94,57,0,0
Springfield,TN,,1,70500,"Springfield city, Tennessee",37172,22611,16787,1424,2697,2011,1245,1071
Springfield,VA,1,,84976,"West Springfield CDP, Virginia",22150,53218,23202,1761,2719,3235,2185,1118
Springville,NY,,1,70442,"Springville village, New York",14141,30359,4306,244,452,519,411,468
St Augustine,FL,,1,,,31601,,,,,,,
Stafford,VA,1,1,74916,"Stafford Courthouse CDP, Virginia",22556,24169,3786,492,1246,626,135,21
Stafford Township,NJ,1,,,,08050,,,,,,,
Stamford,CT,1,,73000,"Stamford city, Connecticut",06902,55059,129026,11138,21656,18357,10166,8379
Stanton,CA,1,,73962,"Stanton city, California",90680,21445,38509,3670,5981,5287,2823,1543
Starkville,MS,,1,70240,"Starkville city, Mississippi",39759,23301,25122,6570,4433,2774,1356,1361
State College,PA,1,,73808,"State College borough, Pennsylvania",16803,19087,42256,26467,5178,1977,1231,1109
Staten Island,NY,3,,,,10303,,,,,,,
Statesboro,GA,,1,73256,"Statesboro city, Georgia",30458,13869,31001,13791,4118,2041,1383,1020
Statesville,NC,1,1,64740,"Statesville city, North Carolina",28166,22876,26263,2169,3217,3732,2167,1723
Staunton,VA,,1,75216,"Staunton city, Virginia",24401,28836,24452,2202,3219,2970,2844,2228
Sterling,CO,1,,73935,"Sterling city, Colorado",80751,22140,13775,1810,2047,1518,1136,1121
Sterling,VA,1,,75376,"Sterling CDP, Virginia",20165,35827,30403,3377,4611,4937,1952,933
Sterling Heights,MI,1,,76460,"Sterling Heights city, Michigan",48312,30030,132470,12246,18529,15571,13192,10221
Steubenville,OH,,1,74608,"Steubenville city, Ohio",43952,21163,18095,2975,1964,1693,2055,1717
Stillwater,OK,,1,70300,"Stillwater city, Oklahoma",74075,21917,49527,19182,7444,4297,2293,2020
Stockton,CA,2,2,75000,"Stockton city, California",95209,22904,306283,32338,45714,37982,21899,14652
Stony Brook,NY,,1,71608,"Stony Brook CDP, New York",11755,58233,12641,1027,881,1238,1288,1296
Stow,OH,,1,74944,"Stow city, Ohio",44221,37079,34796,3010,4938,4265,3522,2535
Stratford,CT,1,,74260,"Stratford CDP, Connecticut",06614,37485,52279,4590,6270,6179,5421,4703
Streetsboro,OH,1,1,75014,"Streetsboro city, Ohio",44241,30606,16395,1676,2178,2060,1337,1006
Strongsville,OH,1,1,75098,"Strongsville city, Ohio",44136,43978,44752,2988,4658,4849,5086,4073
Stroudsburg,PA,1,,21872,"East Stroudsburg borough, Pennsylvania",18360,24382,10279,2413,1045,812,782,782
Stuart,FL,1,1,68875,"Stuart city, Florida",34994,31634,16100,1038,1911,1869,1789,2229
Succasunna,NJ,1,,71370,"Succasunna CDP, New Jersey",07876,55144,8681,628,890,797,936,651
Suffolk,VA,,1,76432,"Suffolk city, Virginia",23434,32894,89160,6988,12159,11490,7478,4772
Sugar Land,TX,2,1,70808,"Sugar Land city, Texas",77478,52393,118182,8803,12125,15642,10756,6344
Sulphur,LA,,1,73640,"Sulphur city, Louisiana",70663,25721,20241,1502,2991,2662,1541,1485
Sulphur Springs,TX,,1,70904,"Sulphur Springs city, Texas",75482,23038,15948,1439,2283,1752,1583,1228
Summersville,,,1,,,,,,,,,,
Summerville,SC,1,,70270,"Summerville town, South Carolina",29483,29998,50894,4690,6876,6623,4452,2256
Sumter,SC,,1,22547,"East Sumter CDP, South Carolina",29153,21312,1172,73,184,178,89,146
Sunnyvale,CA,1,1,77000,"Sunnyvale city, California",94085,62891,152323,8800,34474,24686,9552,8432
Sunrise,FL,2,1,69700,"Sunrise city, Florida",33322,26343,93199,8060,13892,12335,8401,6933
Sunset Valley,TX,1,,71324,"Sunset Valley city, Texas",78745,75087,547,13,40,136,47,52
Surprise,AZ,1,1,71510,"Surprise city, Arizona",85374,29509,132904,9244,15048,17549,17290,12223
Suwanee,GA,2,2,74936,"Suwanee city, Georgia",30024,38141,19215,1644,2194,3196,1428,551
Swatara,PA,1,,,,17111,,,,,,,
Sykesville,MD,1,,76550,"Sykesville town, Maryland",21784,46286,3944,183,712,482,333,147
Sylacauga,AL,1,,74352,"Sylacauga city, Alabama",35150,20820,12397,1038,1674,1435,936,961
Sylva,NC,,1,66500,"Sylva town, North Carolina",28779,20997,2672,312,338,474,166,237
Syosset,NY,1,,72554,"Syosset CDP, New York",11791,64820,19559,1569,1304,2487,1893,1345
Syracuse,NY,,1,73000,"Syracuse city, New York",13224-1110,21985,143293,25702,22997,14595,9802,7629
Tacoma,WA,3,1,70000,"Tacoma city, Washington",98409,31252,210103,20697,36501,28228,15866,11172
Tahlequah,OK,,1,72100,"Tahlequah city, Oklahoma",74464,19472,16592,3942,2214,1697,1479,889
Tallahassee,FL,2,2,70600,"Tallahassee city, Florida",32303,26787,190180,55222,31805,19087,11659,7305
Tampa,FL,7,3,71000,"Tampa city, Florida",33604,34570,376345,40931,62860,50975,27560,18810
Tamuning,GU,1,,,,96913,,,,,,,
Tappahannock,VA,,1,77568,"Tappahannock town, Virginia",22560,21334,1925,188,218,191,236,140
Tarboro,NC,,1,66700,"Tarboro town, North Carolina",27886,23012,11045,924,1556,1160,1241,1403
Taunton,MA,1,,69170,"Taunton city, Massachusetts",02780,30925,56963,4354,8236,6928,5017,3657
Taylor,MI,2,,79000,"Taylor city, Michigan",48180,23336,61574,5523,8775,7077,5208,4037
