NAME,population,under44_1,under44_2,under44_3,older65_1,older_65_2,income_per_capita,industrial_managers,construction_managers,farmers,realestate,construction_workers,state,place
"Realitos CDP, Texas",280,0,33,12,90,0,24220,,,,,,48,60932
"Eldorado city, Texas",2348,133,375,243,139,141,22059,,,,,,48,22960
"Mineral Wells city, Texas",15041,1757,2158,1767,1200,948,19718,,,,,,48,48684
"Las Lomitas CDP, Texas",133,17,18,10,9,11,15437,,,,,,48,41569
"Quitaque city, Texas",447,77,28,38,52,25,20057,,,,,,48,60176
"South Mountain town, Texas",432,34,33,66,65,34,24903,,,,,,48,69120
"Garden Ridge city, Texas",3887,111,228,359,670,224,56566,,,,,,48,28248
"Mertens town, Texas",124,5,16,13,13,25,22637,,,,,,48,47820
"Mount Calm city, Texas",331,21,21,57,29,22,20376,,,,,,48,49692
"Whitney town, Texas",2118,188,218,210,193,289,17439,,,,,,48,78664
"Mason city, Texas",2109,249,198,242,197,211,18430,,,,,,48,46968
"Rankin city, Texas",940,60,105,151,70,61,31638,,,,,,48,60668
"Lakeside City town, Texas",1120,57,110,138,166,71,32817,,,,,,48,40756
"Cooper city, Texas",2213,260,329,134,219,163,18229,,,,,,48,16564
"Geronimo CDP, Texas",798,72,124,105,44,0,26857,,,,,,48,29384
"Alamo city, Texas",19591,1917,2345,1959,1706,1605,15951,,,,,,48,01576
"Edinburg city, Texas",94019,11639,15108,13316,3855,3112,18887,,,,,,48,22660
"La Blanca CDP, Texas",2383,308,469,160,187,57,19711,,,,,,48,39988
"Laguna Seca CDP, Texas",297,44,66,8,23,29,17055,,,,,,48,40320
"Midway North CDP, Texas",5074,585,722,783,172,139,11754,,,,,,48,48272
"Penitas city, Texas",4834,492,380,994,272,103,16575,,,,,,48,56696
"Progreso Lakes city, Texas",292,13,15,22,27,22,46057,,,,,,48,59642
"Mont Belvieu city, Texas",5555,336,884,598,512,107,43589,,,,,,48,49068
"Zuehl CDP, Texas",307,29,9,33,23,27,26960,,,,,,48,80836
"Silsbee city, Texas",6640,543,814,851,735,616,22643,,,,,,48,67832
"Marquez city, Texas",351,39,30,46,40,12,25104,,,,,,48,46752
"Redwood CDP, Texas",3429,436,434,560,314,59,18548,,,,,,48,61352
"Palmview South CDP, Texas",5352,443,481,443,683,812,17644,,,,,,48,54810
"Meadow town, Texas",685,73,56,52,111,40,19825,,,,,,48,47316
"Copperas Cove city, Texas",32731,3157,6431,4574,1959,1328,25638,,,,,,48,16624
"Pittsburg city, Texas",4634,500,505,432,336,362,15833,,,,,,48,57908
"Granite Shoals city, Texas",5057,520,428,931,322,383,21466,,,,,,48,30584
"Spur city, Texas",1089,57,116,182,121,79,19961,,,,,,48,69848
"Cotulla city, Texas",4162,372,827,348,328,290,33530,,,,,,48,17216
"Holiday Lakes town, Texas",1060,106,143,77,104,29,14937,,,,,,48,34502
"Silverton city, Texas",709,35,87,84,71,111,19341,,,,,,48,67904
"Gatesville city, Texas",12387,821,2703,2718,703,406,11481,,,,,,48,29168
"Canyon Lake CDP, Texas",25104,1668,2645,2361,3327,2149,34470,,,,,,48,12580
"Bulverde city, Texas",5104,316,376,658,628,403,42173,,,,,,48,11224
"Coolidge town, Texas",846,67,150,127,45,44,17100,,,,,,48,16552
"Shady Hollow CDP, Texas",4272,243,277,466,693,269,52100,,,,,,48,67082
"Clifton city, Texas",3369,207,479,275,326,547,23072,,,,,,48,15472
"Littlefield city, Texas",6024,591,818,581,417,426,18330,,,,,,48,43024
"Kosse town, Texas",767,35,71,183,84,37,23079,,,,,,48,39844
"Mexia city, Texas",7396,693,1139,1044,640,510,17638,,,,,,48,47916
"Grape Creek CDP, Texas",2701,202,310,254,402,210,24895,,,,,,48,30629
"San Angelo city, Texas",99634,13185,16169,11062,8075,6644,27726,,,,,,48,64472
"Millican town, Texas",214,11,30,12,33,13,28700,,,,,,48,48516
"Arlington city, Texas",392462,43257,60589,52877,25708,14393,27513,,,,,,48,04000
"Keller city, Texas",46175,3050,3874,5892,3402,2396,55757,,,,,,48,38632
"Pecan Acres CDP, Texas",5670,463,230,679,397,206,47160,,,,,,48,56462
"River Oaks city, Texas",7683,728,1356,888,599,324,22181,,,,,,48,62384
"Saginaw city, Texas",22873,1757,3155,2982,1604,1090,30263,,,,,,48,64112
"Southlake city, Texas",30840,1278,1507,4210,1768,893,85864,,,,,,48,69032
"Kenefick town, Texas",411,32,18,55,48,22,33309,,,,,,48,38872
"Solis CDP, Texas",451,57,70,54,35,31,29251,,,,,,48,68678
"South Padre Island town, Texas",2839,93,213,214,418,294,52048,,,,,,48,69140
"South Point CDP, Texas",1598,113,297,122,79,62,9625,,,,,,48,69194
"Blue Ridge city, Texas",1012,116,146,156,50,23,27303,,,,,,48,08872
"McKinney city, Texas",173460,13418,21616,30319,10046,7199,38770,,,,,,48,45744
"Mobeetie city, Texas",104,7,0,14,13,8,24843,,,,,,48,48852
"Edroy CDP, Texas",523,36,64,54,0,62,12599,,,,,,48,22768
"Kerrville city, Texas",23216,2160,2557,2055,3000,3222,28432,,,,,,48,39040
"Corinth city, Texas",21158,1302,2796,2916,1564,884,38611,,,,,,48,16696
"Denton city, Texas",133661,29196,22999,14875,9125,5347,27519,,,,,,48,19972
"Hebron town, Texas",239,10,27,34,31,20,57956,,,,,,48,33020
"Hickory Creek town, Texas",4442,191,629,424,533,175,44358,,,,,,48,33476
"Krugerville city, Texas",1600,138,128,198,167,107,45843,,,,,,48,39916
"Roanoke city, Texas",7899,677,1307,1182,632,219,40798,,,,,,48,62504
"Shady Shores town, Texas",2828,131,355,384,303,108,43696,,,,,,48,67100
"The Colony city, Texas",42215,3278,8595,6779,2228,751,41956,,,,,,48,72530
"Woodson town, Texas",219,23,20,17,33,20,23375,,,,,,48,80188
"Louise CDP, Texas",935,146,104,88,23,42,22626,,,,,,48,44212
"Gorman city, Texas",1042,200,39,116,75,97,14002,,,,,,48,30308
"Hallsville city, Texas",4134,285,640,775,266,131,35487,,,,,,48,31904
"Jewett city, Texas",1009,55,179,161,92,25,19038,,,,,,48,37648
"Commerce city, Texas",9000,2967,1143,912,508,332,15351,,,,,,48,16240
"Neylandville town, Texas",76,3,4,19,6,5,18232,,,,,,48,51444
"Muleshoe city, Texas",5568,517,706,741,382,401,20786,,,,,,48,49968
"Lamesa city, Texas",9264,826,1247,1056,736,720,24198,,,,,,48,41164
"Frankston town, Texas",1053,101,121,109,101,197,28270,,,,,,48,27300
"Haskell city, Texas",3240,376,523,419,319,325,20214,,,,,,48,32696
"Emory city, Texas",1361,103,262,128,160,122,23120,,,,,,48,24216
"Rochester town, Texas",365,30,43,54,46,27,19681,,,,,,48,62636
"Midland city, Texas",135134,13156,23950,17146,7784,6547,40048,,,,,,48,48072
"Iraan city, Texas",1215,138,158,153,83,19,26674,,,,,,48,36128
"Rotan city, Texas",1345,113,110,165,192,140,23446,,,,,,48,63464
"Hale Center city, Texas",2189,279,155,296,160,221,17141,,,,,,48,31820
"Floydada city, Texas",2767,262,305,389,229,238,18109,,,,,,48,26268
"Gordon city, Texas",450,50,31,32,41,64,23203,,,,,,48,30272
"Midlothian city, Texas",23908,2220,3182,3775,1238,886,35684,,,,,,48,48096
"Mauriceville CDP, Texas",3121,162,325,504,228,303,32100,,,,,,48,47100
"West Orange city, Texas",3399,271,595,426,234,204,31804,,,,,,48,77752
"Strawn city, Texas",680,17,49,46,37,84,18873,,,,,,48,70580
"Bayside town, Texas",417,33,21,41,83,40,28053,,,,,,48,06104
"Hempstead city, Texas",7397,1123,1339,609,674,195,16381,,,,,,48,33200
"Monahans city, Texas",7587,864,1095,979,541,481,26745,,,,,,48,48936
"Briaroaks city, Texas",563,45,13,27,56,74,33116,,,,,,48,10216
"Cross Timber town, Texas",356,20,31,66,38,17,32773,,,,,,48,17917
"Avery town, Texas",518,42,51,92,51,49,17580,,,,,,48,05072
"Eagle Pass city, Texas",29151,3594,3780,2948,1796,2162,18717,,,,,,48,21892
"Blessing CDP, Texas",660,132,44,28,27,22,12573,,,,,,48,08668
"Powell town, Texas",93,3,6,7,21,15,24730,,,,,,48,59168
"Annona town, Texas",358,31,23,85,30,33,13844,,,,,,48,03360
"Pyote town, Texas",126,14,24,8,3,15,44154,,,,,,48,59996
"Asherton city, Texas",832,88,62,78,135,70,16194,,,,,,48,04300
"Lockhart city, Texas",13548,886,2043,1996,1225,1002,22633,,,,,,48,43240
"Barton Creek CDP, Texas",2928,63,108,282,543,475,128941,,,,,,48,05750
"Hudson Bend CDP, Texas",2059,46,135,292,278,101,72399,,,,,,48,35253
"Lago Vista city, Texas",6730,223,759,559,912,534,42579,,,,,,48,40264
"Leander city, Texas",46419,3422,6245,7816,2225,1136,34617,,,,,,48,42016
"Ozona CDP, Texas",2943,222,372,260,317,193,23803,,,,,,48,54552
"Christoval CDP, Texas",401,17,79,5,109,28,24992,,,,,,48,14872
"La Vernia city, Texas",1057,67,159,141,85,108,33394,,,,,,48,41764
"Bryan city, Texas",83199,12371,15754,10063,4777,3692,24111,,,,,,48,10912
"Luling city, Texas",5779,577,872,525,328,425,21930,,,,,,48,45096
"Belton city, Texas",21123,4207,2845,2472,1114,1293,25031,,,,,,48,07492
"Temple city, Texas",73143,6355,11270,9102,6005,5044,26956,,,,,,48,72176
"Wellington city, Texas",2158,204,251,263,204,160,20392,,,,,,48,77152
"Blackwell city, Texas",231,22,18,19,39,24,37709,,,,,,48,08488
"Woodsboro town, Texas",1626,121,153,261,249,151,23871,,,,,,48,80176
"Pattison city, Texas",478,24,61,46,58,23,32692,,,,,,48,56108
"Golinda city, Texas",614,60,74,54,51,48,22481,,,,,,48,30092
"Lott city, Texas",724,43,104,92,79,30,20429,,,,,,48,44176
"New Chapel Hill city, Texas",873,53,138,130,46,59,28699,,,,,,48,50876
"Whitehouse city, Texas",8303,806,976,1293,488,272,25324,,,,,,48,78388
"Lake View CDP, Texas",303,0,47,42,103,0,19611,,,,,,48,40966
"Briarcliff village, Texas",1576,43,116,241,204,49,51154,,,,,,48,10197
"West Lake Hills city, Texas",3314,73,132,319,576,298,97005,,,,,,48,77632
"Encino CDP, Texas",44,8,9,0,0,6,6643,,,,,,48,24252
"Earth city, Texas",1099,59,127,146,96,101,20595,,,,,,48,21928
"Mustang Ridge city, Texas",1185,171,257,74,83,37,22400,,,,,,48,50200
"Dodson town, Texas",158,3,23,29,7,3,15861,,,,,,48,20716
"Venus town, Texas",3488,252,866,705,107,73,19147,,,,,,48,75236
"Bronte town, Texas",945,48,69,150,113,97,24217,,,,,,48,10528
"Markham CDP, Texas",1469,111,328,156,59,97,17553,,,,,,48,46716
"Palacios city, Texas",4629,573,436,478,354,403,18396,,,,,,48,54684
"Corsicana city, Texas",23736,2024,3105,3055,1758,1698,20803,,,,,,48,17060
"Frost city, Texas",755,79,79,29,102,31,21921,,,,,,48,27768
"Navarro town, Texas",193,7,43,19,3,10,21725,,,,,,48,50448
"Sinton city, Texas",5556,641,747,452,391,175,19685,,,,,,48,68036
"Palmer town, Texas",2053,190,265,258,207,58,20314,,,,,,48,54744
"Taft city, Texas",3012,327,502,269,228,210,18875,,,,,,48,71684
"Breckenridge city, Texas",5479,559,716,559,520,390,22320,,,,,,48,10132
"Pecos city, Texas",9814,1144,1172,1390,774,697,24181,,,,,,48,56516
"New Home city, Texas",743,99,47,165,38,24,24131,,,,,,48,51012
"Vidor city, Texas",10805,1133,1355,1494,961,704,21500,,,,,,48,75476
"Carrizo Springs city, Texas",5676,428,751,759,534,439,16313,,,,,,48,12988
"Catarina CDP, Texas",162,21,9,0,33,69,11894,,,,,,48,13324
"Godley city, Texas",1142,116,92,158,63,28,20526,,,,,,48,29972
"Elm Creek CDP, Texas",2730,498,175,331,49,14,14715,,,,,,48,23254
"West Columbia city, Texas",3896,477,279,568,460,120,22925,,,,,,48,77416
"Fort Hood CDP, Texas",25365,11059,6263,1725,8,15,18912,,,,,,48,26736
"Tahoka city, Texas",2602,246,342,235,259,259,24047,,,,,,48,71708
"Wilson city, Texas",402,22,72,33,34,18,19751,,,,,,48,79612
"Orange city, Texas",18901,1464,2647,2193,2017,1137,26982,,,,,,48,54132
"Pinehurst city, Texas",2289,287,292,359,221,205,28521,,,,,,48,57608
"Mingus city, Texas",208,21,25,20,26,30,23807,,,,,,48,48720
"Stratford city, Texas",2108,150,259,335,159,111,25730,,,,,,48,70544
"Groveton city, Texas",1302,151,79,159,123,94,13358,,,,,,48,31340
"Liberty Hill city, Texas",1218,77,184,157,76,62,27021,,,,,,48,42664
"Falcon Mesa CDP, Texas",248,130,37,0,42,12,49528,,,,,,48,25352
"Zapata CDP, Texas",4585,477,568,493,603,557,19157,,,,,,48,80716
"Florence city, Texas",981,186,151,111,58,37,20239,,,,,,48,26136
"Elmendorf city, Texas",2077,172,450,196,123,39,19741,,,,,,48,23272
"Helotes city, Texas",8895,845,828,1150,766,528,50046,,,,,,48,33146
"Hollywood Park town, Texas",3342,111,183,383,373,671,68625,,,,,,48,34628
"Leon Valley city, Texas",11306,1060,1498,1331,1042,1044,29512,,,,,,48,42388
"Olmos Park city, Texas",1999,154,211,184,246,112,109170,,,,,,48,53988
"Somerset city, Texas",1720,194,226,226,135,127,19559,,,,,,48,68708
"Henderson city, Texas",13355,1505,2040,1754,953,964,20585,,,,,,48,33212
"New London city, Texas",1037,94,112,147,98,74,24642,,,,,,48,51168
"Murphy city, Texas",20528,1337,1746,3336,1224,655,40391,,,,,,48,50100
"East Mountain city, Texas",1311,186,167,127,105,47,22960,,,,,,48,22168
"Weston city, Texas",305,29,20,44,31,15,44039,,,,,,48,77740
"Gilmer city, Texas",5122,466,723,540,440,455,21929,,,,,,48,29564
"Shamrock city, Texas",1934,169,239,196,199,162,24605,,,,,,48,67160
"Bowie city, Texas",5059,534,635,572,527,464,23977,,,,,,48,09640
"St. Jo city, Texas",930,142,172,67,47,68,26410,,,,,,48,64184
"Appleby city, Texas",588,20,67,82,72,41,26062,,,,,,48,03564
"Ovilla city, Texas",3800,175,403,329,600,140,40212,,,,,,48,54444
"Bovina city, Texas",1439,203,269,132,87,64,19510,,,,,,48,09628
"Seadrift city, Texas",1446,199,173,163,90,36,18687,,,,,,48,66416
"Santa Monica CDP, Texas",15,6,0,0,5,0,,,,,,,48,65756
"Sebastian CDP, Texas",1772,210,171,137,262,32,12850,,,,,,48,66512
"Zapata Ranch CDP, Texas",100,0,40,10,11,4,10974,,,,,,48,80722
"Lone Star city, Texas",1721,150,233,262,161,135,19734,,,,,,48,43684
"Omaha city, Texas",880,77,78,80,116,136,21223,,,,,,48,54024
"Tulia city, Texas",4706,187,913,632,356,407,15599,,,,,,48,73868
"Impact town, Texas",51,15,0,12,0,3,12294,,,,,,48,35816
"Dilley city, Texas",4318,1009,1052,461,192,145,11635,,,,,,48,20428
"Gallatin city, Texas",334,19,57,36,40,6,23478,,,,,,48,28008
"Comanche city, Texas",4194,352,471,426,495,487,20142,,,,,,48,16192
"Kirvin town, Texas",148,39,3,21,19,1,16154,,,,,,48,39520
